battery_power,blue,clock_speed,dual_sim,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,touch_screen,wifi,px_total,sc_diagonal,price_range
-0.9015770140018626,-0.9924942646704761,0.8310485888096543,-1.0218355268547406,-1.0425939269130904,-1.3827538309609413,0.33959876184749416,1.3488829951694832,-1.0985042370067852,-1.3052388950025278,0.39212341167774534,1.4639872977036779,-1.0035220234817486,0.9895075788031876,-1.0750311768878702,-0.5028562693760177,1.0
-0.49432440087329726,1.0075624974336919,-1.2540886673386304,0.9786310748834979,0.9591461969865847,1.1539705718671893,0.6861600816006262,-0.12046335237362238,-0.6619529523998972,-0.6451180745414792,0.46771486154034175,-0.7324073344304677,0.9964903376315262,-1.010603679468027,1.082193464977456,0.6419157579085017,2.0
-1.5363450534592356,1.0075624974336919,-1.2540886673386304,0.9786310748834979,0.9591461969865847,0.49221637982506833,1.379282721106891,0.13384659239345356,0.2111496168138793,-0.6451180745414792,0.4419031469531137,-0.3663415624081101,0.9964903376315262,-1.010603679468027,1.5273796635325585,-0.5461035534937063,2.0
-1.4180370317682556,1.0075624974336919,1.199013986953469,-1.0218355268547406,-1.0425939269130904,-1.217315282950411,1.032721401353759,-0.2617466550219979,0.6477009014207675,-0.15002745919569274,0.5949297405773942,-0.00027579038575250854,-1.0035220234817486,-1.010603679468027,1.5327823382222223,0.7641619451495859,2.0
1.3257990097571626,1.0075624974336919,-0.3955027383363957,-1.0218355268547406,0.9591461969865847,0.6576549278355985,0.33959876184749416,0.02081995027475315,-1.0985042370067852,0.6751235663806181,-0.6569384169031653,0.7318557536589627,0.9964903376315262,-1.010603679468027,0.677060578065243,-1.1192059158193446,1.0
1.4122548717621093,-0.9924942646704761,-1.2540886673386304,0.9786310748834979,-1.0425939269130904,-0.55556109090829,0.6861600816006262,0.6707231424572806,-1.5350555216136734,-0.48008786942621706,-0.9740537675462525,-0.18330867639693132,-1.0035220234817486,-1.010603679468027,0.9146912025085643,0.5963488641371228,1.0
1.3257990097571626,-0.9924942646704761,0.21777292523662917,-1.0218355268547406,0.9591461969865847,-1.217315282950411,1.032721401353759,-0.035693370784597056,1.520803470634544,0.01500274591956942,1.0106827148216742,1.2809544116924991,-1.0035220234817486,0.9895075788031876,-0.6243189659487564,0.2515944967584031,3.0
1.6283945267744764,-0.9924942646704761,-1.2540886673386304,0.9786310748834979,-1.0425939269130904,-0.4452687255679365,1.032721401353759,1.320626334639808,-0.2254016677930089,-1.6352993052330522,-1.3123715980288484,-1.0984731064528253,0.9964903376315262,0.9895075788031876,-0.38196039655543823,0.44974622018617355,0.0
0.47034100676084645,1.0075624974336919,-1.2540886673386304,-1.0218355268547406,-1.0425939269130904,1.1539705718671893,0.6861600816006262,0.9532897477540316,1.0842521860276557,0.6751235663806181,-0.9445546651608491,1.6470201837148568,-1.0035220234817486,-1.010603679468027,-0.7031124055476556,0.5963488641371228,0.0
-1.6592033836767917,1.0075624974336919,-1.1314335346240254,0.9786310748834979,0.9591461969865847,-1.2724614656205877,-1.393207836918167,-1.335499755149652,0.2111496168138793,0.8401537714958802,-1.48475697759355,0.1827570956254263,-1.0035220234817486,-1.010603679468027,0.5895053253953265,1.4638800189791907,0.0
-1.0676632752218922,1.0075624974336919,1.6896345178118888,0.9786310748834979,-1.0425939269130904,-1.2724614656205877,-1.393207836918167,1.1793430319914324,0.2111496168138793,-1.47026910011779,1.6799436001905153,-0.7324073344304677,-1.0035220234817486,-1.010603679468027,-0.8312191574101797,-1.6780336562164169,3.0
0.640977576507452,1.0075624974336919,0.8310485888096543,-1.0218355268547406,0.9591461969865847,0.05104691846365428,-0.006962557905638033,1.038059729343057,1.520803470634544,1.3352443868416668,1.5693219662452522,0.3657899816366051,0.9964903376315262,0.9895075788031876,-0.9098130801505754,0.5209406914935217,3.0
1.312148084177434,-0.9924942646704761,1.5669793850972837,-1.0218355268547406,-1.0425939269130904,0.05104691846365428,0.33959876184749416,0.5294398398089051,-0.2254016677930089,1.1702141817264045,-0.5914872834855514,-1.6475717644863617,-1.0035220234817486,-1.010603679468027,-0.5442969861787069,0.7859318836810117,1.0
-0.9903080302700976,1.0075624974336919,0.7083934560950492,-1.0218355268547406,-1.0425939269130904,-0.8312920042591737,1.725844040860023,1.6314496004662342,-0.2254016677930089,0.18003295103483158,0.5128853620679908,-1.2815059924640042,-1.0035220234817486,0.9895075788031876,-0.4943282912647246,-1.3487382794828384,2.0
1.4281809516051258,-0.9924942646704761,-1.2540886673386304,-1.0218355268547406,0.9591461969865847,1.0988243891970126,0.6861600816006262,1.2641130135804577,-1.5350555216136734,1.1702141817264045,-1.61381555052969,-1.464538878475183,-1.0035220234817486,0.9895075788031876,-0.8509580252781462,0.5209406914935217,0.0
-1.0540123496421636,-0.9924942646704761,-0.6408130037656056,-1.0218355268547406,-1.0425939269130904,0.7679472931759521,0.6861600816006262,0.5294398398089051,-1.0985042370067852,1.0051839766111423,-1.4340553953686377,-0.00027579038575250854,0.9964903376315262,0.9895075788031876,0.8495785734376099,1.698395870214661,0.0
-0.910677631055015,-0.9924942646704761,-1.2540886673386304,-1.0218355268547406,0.9591461969865847,-1.0518767349398808,-1.393207836918167,1.574936279406884,1.520803470634544,-0.9751784847720035,1.318579595969323,1.4639872977036779,-1.0035220234817486,0.9895075788031876,1.107900909897388,-0.10207921659592499,3.0
-1.4635401170340172,-0.9924942646704761,-0.7634681364802105,0.9786310748834979,0.9591461969865847,-0.5004149082381133,-1.393207836918167,-0.5443132603187489,-0.6619529523998972,1.1702141817264045,1.5011052919790069,1.2809544116924991,0.9964903376315262,-1.010603679468027,-0.661378315521008,-0.7379693553547273,3.0
-0.24405743191160906,1.0075624974336919,-1.2540886673386304,0.9786310748834979,-1.0425939269130904,0.9333858411864824,0.33959876184749416,-1.1094464709122511,0.2111496168138793,1.3352443868416668,-0.2660753102965694,0.9148886396701416,0.9964903376315262,-1.010603679468027,-0.3947343122720027,1.76679026894322,1.0
-1.2656016961279546,1.0075624974336919,-1.2540886673386304,-1.0218355268547406,-1.0425939269130904,-0.7209996389188202,1.725844040860023,-0.5443132603187489,-0.2254016677930089,0.18003295103483158,0.19669185837444741,1.2809544116924991,0.9964903376315262,0.9895075788031876,0.06718228176344657,-0.5724680108946544,1.0
-1.060837812432028,-0.9924942646704761,-0.5181578710510005,0.9786310748834979,-1.0425939269130904,0.3819240144847148,1.032721401353759,-1.6745796815057532,1.0842521860276557,0.6751235663806181,0.641022088054587,-1.464538878475183,0.9964903376315262,-1.010603679468027,1.852468805199249,1.698395870214661,3.0
1.0709817322688981,1.0075624974336919,0.7083934560950492,-1.0218355268547406,-1.0425939269130904,-1.0518767349398808,1.725844040860023,0.44466985821987975,-1.0985042370067852,-1.3052388950025278,1.0687590726429372,0.7318557536589627,-1.0035220234817486,-1.010603679468027,0.5378751991868951,0.5963488641371228,3.0
